,Agent Name,Agent Address,Agent City,FY 21  Net Sales,FY 20 Net Sales,FY 19 Net Sales,FY 18 Net Sales,FY 17 Net Sales
1238,HANNAFORD #8013,333 BROOK ST,CLINTON,"$455,670.75","$216,533.75","$455,670.75","$419,653.75","$368,775.00"
1239,MAIN STREET GETTY,564 MAIN ST,CLINTON,"$199,084.25","$300,119.00","$199,084.25","$201,897.75","$173,473.75"
1240,MECHANIC ST GETTY,185 MECHANIC ST,CLINTON,"$61,211.00","$72,620.50","$61,211.00","$73,980.75","$90,132.25"
1241,NEW MART VARIETY,69 STERLING ST,CLINTON,"$2,413,663.75","$2,615,771.50","$2,413,663.75","$2,609,095.00","$2,752,514.00"
1242,NEXT DOOR MARKET,1183 MAIN ST,CLINTON,"$2,555,998.50","$3,192,668.50","$2,555,998.50","$2,461,608.00","$2,246,507.50"
1243,PAPACALOS VARIETY,220 HIGH STREET,CLINTON,"$1,406,806.00","$1,631,496.75","$1,406,806.00","$1,320,845.75","$1,230,017.75"
1244,POLISH AMERICAN VETERANS,292 GREEN ST,CLINTON,"$142,021.00","$93,880.00","$142,021.00","$113,243.50","$103,084.00"
1245,RINGSIDE CAFE,2 WATER ST,CLINTON,"$323,912.25",$128.00,"$323,912.25","$197,667.00","$256,389.50"
1246,RITE AID 10084,1031 MAIN STREET,CLINTON,"$75,758.00","$90,026.50","$75,758.00","$79,605.50","$93,522.50"
1247,SAM'S QUICK STOP,175 STERLING ST,CLINTON,"$253,305.25","$390,583.75","$253,305.25","$440,211.50","$300,990.25"
1248,SHAWS 674,1175 MAIN ST,CLINTON,"$407,313.75","$504,906.25","$407,313.75","$450,222.00","$407,001.75"
1249,SIMPLE MAN SALOON,119 HIGH ST,CLINTON,"$245,751.00","$354,339.00","$245,751.00","$265,992.75","$263,160.75"
1250,SONNY'S LIQUORS,271 HIGH STREET,CLINTON,"$277,455.25","$314,188.25","$277,455.25","$263,873.50","$59,064.00"
1251,SPRUCE STREET TAVERN,68 SPRUCE ST,CLINTON,"$168,185.50","$139,631.50","$168,185.50","$108,256.50","$102,405.00"
1252,TEE'S LIBERTY TAVERN,301 HIGH STREET,CLINTON,"$255,834.75","$40,447.00","$255,834.75","$218,179.75","$13,692.50"
1253,WACHUSETT LIQUORS,671 MAIN ST,CLINTON,"$635,184.25","$724,795.00","$635,184.25","$491,057.50","$403,584.25"
1254,COHASSET MOBIL,190 KING ST,COHASSET,"$605,373.25","$821,079.25","$605,373.25","$433,606.75","$170,240.75"
1255,FIORI'S GULF,740 CHF JUST CUSHING,COHASSET,"$949,087.25","$1,009,074.75","$949,087.25","$739,159.00","$677,006.50"
1256,MARYLOU'S NEWS,130 KING ST,COHASSET,"$81,944.50","$94,333.25","$81,944.50","$84,970.75","$64,542.75"
1257,SHAWS 2445,739 CHIEF JUSTICE HY,COHASSET,"$467,055.25","$520,638.75","$467,055.25","$411,849.00","$395,906.25"
1258,STOP & SHOP #482,400 C J CUSHING HWY,COHASSET,"$393,509.75","$502,199.75","$393,509.75","$611,896.00","$563,657.75"
1259,CATAMOUNT COUNTRY STORE,113 MAIN ROAD,COLRAIN,"$235,963.50","$319,037.50","$235,963.50","$144,975.50","$80,053.25"
1260,7-ELEVEN 34388-A,1224 MAIN ST,CONCORD,"$1,144,434.00","$1,487,472.50","$1,144,434.00","$1,018,488.50","$982,681.50"
1261,ALLTOWN #2721,22 CONCORD TURNPIKE,CONCORD,"$491,227.50","$495,625.25","$491,227.50","$411,075.75","$326,064.00"
1262,CONCORD CONVENIENCE,105-107 LOWELL ROAD,CONCORD,"$217,476.50","$137,770.25","$217,476.50","$180,789.00","$175,409.50"
1263,CONCORD SUNOCO,1089 CONCORD TURNPIKE,CONCORD,"$591,345.75","$944,797.75","$591,345.75","$613,334.25","$632,628.50"
1264,CROSBY'S MARKETPLACE,211 SUDBURY RD,CONCORD,"$150,436.25","$131,406.00","$150,436.25","$120,862.25","$113,929.75"
1265,CUMBERLAND #3496,120 THOREAU ST,CONCORD,"$407,047.25","$457,847.50","$407,047.25","$429,582.50","$397,272.25"
1266,WALDEN LIQUORS,18 R WALDEN ST,CONCORD,"$99,702.00","$83,878.00","$99,702.00","$83,546.75","$61,264.00"
1267,WEST CONCORD WINE &  SPIRITS,1216 MAIN ST,CONCORD,"$85,087.50","$60,488.75","$85,087.50","$56,302.00","$49,846.25"
1268,BAKER'S COUNTRY STORE,101 RIVER STREET,CONWAY,"$29,150.50","$35,458.00","$29,150.50","$30,936.75","$26,650.00"
1269,KETTLE HO,12 SCHOOL  ST,COTUIT,"$199,383.00","$48,542.00","$199,383.00","$225,116.75","$263,587.00"
1270,SAM'S FOOD,4738 FALMOUTH RD,COTUIT,"$414,436.00","$422,352.00","$414,436.00","$363,730.50","$303,931.00"
1271,COUNTRY CORNER,19 HINSDALE RD,DALTON,"$748,394.25","$653,707.25","$748,394.25","$710,347.00","$703,901.25"
1272,CUMBERLAND #6658,707 MAIN ST,DALTON,"$845,799.75","$1,011,196.75","$845,799.75","$836,784.75","$776,908.25"
1273,DALTON AMERICAN LEGION POST,258 NORTH STREET,DALTON,"$31,003.00","$1,446.00","$31,003.00","$38,531.50","$31,838.00"
1274,KELLYS PACKAGE STORE,653 MAIN ST,DALTON,"$209,127.00","$276,087.00","$209,127.00","$196,265.25","$190,657.00"
1275,L & M VARIETY,200 NORTH STREET,DALTON,"$577,959.75","$761,809.50","$577,959.75","$631,488.75","$619,574.25"
1276,SAV-MORE CITGO,650 MAIN STREET,DALTON,"$899,891.25","$1,242,083.00","$899,891.25","$853,527.50","$740,470.00"
1277,VFW POST #9566,366 EAST HOUSATONIC ST,DALTON,"$216,280.00","$15,515.00","$216,280.00","$231,520.50","$214,451.50"
1278,A L PRIME ENERGY,89 HOLTEN ST,DANVERS,"$150,740.75","$216,811.75","$150,740.75","$141,695.00","$143,436.25"
1279,BJ'S WHOLESALE #30,6 HUTCHINSON DR,DANVERS,"$213,651.00","$103,087.00","$213,651.00","$241,932.75","$259,455.00"
1280,BREAKAWAY,221 NEWBURY STREET,DANVERS,"$138,210.25","$23,719.00","$138,210.25","$184,577.25","$56,446.50"
1281,CHUCKS RESTAURANT,68 MAPLE ST,DANVERS,"$165,091.00","$36,324.00","$165,091.00","$178,189.00","$211,882.50"
1282,CORNER STORE,1 HOBART ST,DANVERS,"$2,065,309.25","$2,320,073.25","$2,065,309.25","$2,044,796.00","$1,895,565.25"
1283,COUNTRY FARM,79 MAPLE STREET,DANVERS,"$1,981,811.50","$1,672,094.50","$1,981,811.50","$1,920,670.25","$1,907,177.00"
1284,CUMBERLAND  #6757,76 NEWBURY ST,DANVERS,"$980,518.75","$931,837.00","$980,518.75","$949,406.00","$573,635.25"
1285,DANVERS EXXON MART,100 HIGH ST,DANVERS,"$3,981,453.00","$4,810,830.50","$3,981,453.00","$3,850,564.75","$3,519,465.50"
1286,DANVERS GULF,435 NEWBURY ST,DANVERS,"$1,195,351.00","$787,581.50","$1,195,351.00","$1,271,041.75","$1,198,110.00"
1287,DANVERS MOBIL,431 NEWBURY ST,DANVERS,"$802,262.00","$876,190.50","$802,262.00","$805,204.50","$762,694.25"
1288,ELM CLUB,35 ELM STREET,DANVERS,"$240,700.25","$17,083.00","$240,700.25","$197,318.50","$191,054.25"
1289,ENDICOTT LIQUORS INC,139 ENDICOTT ST,DANVERS,"$286,682.50","$256,983.25","$286,682.50","$307,507.50","$272,567.75"
1290,GIBBS OIL CO #1092,100 MAPLE ST,DANVERS,"$56,747.50","$67,530.75","$56,747.50","$48,720.50","$36,820.50"
1291,GULF EXPRESS,160 ANDOVER STREET,DANVERS,"$2,115,672.50","$2,725,720.75","$2,115,672.50","$2,097,806.50","$1,925,559.50"
1292,HIGHLAND VARIETY,3 COLLINS ST,DANVERS,"$1,456,877.00","$1,903,917.00","$1,456,877.00","$1,474,971.75","$1,382,837.75"
1293,JACK'S LIBERTY ST MARKET,100 LIBERTY STREET,DANVERS,"$25,926.25","$21,654.00","$25,926.25","$26,802.00","$20,978.00"
1294,KAPPY'S LIQUORS,158 ANDOVER ST,DANVERS,"$164,430.75","$150,821.25","$164,430.75","$174,509.50","$191,829.00"
1295,LIBERTY TREE SHELL,149 ENDICOTT ST,DANVERS,"$600,751.25","$683,712.75","$600,751.25","$581,287.25","$507,213.25"
1296,MARKET BASKET #23,139 ENDICOTT ST,DANVERS,"$733,071.75","$586,855.75","$733,071.75","$767,687.00","$716,541.25"
1297,MCKINNONS BUTCHER SHOP,73 HOLTEN ST,DANVERS,"$238,744.00","$205,638.50","$238,744.00","$274,680.25","$307,941.25"
1298,MERCHANTS LIQUOR MART,88 HIGH ST,DANVERS,"$171,448.50","$215,254.00","$171,448.50","$159,488.50","$187,769.25"
1299,NEW BRIDGE VARIETY,9 BRIDGE ST,DANVERS,"$632,815.00","$668,547.50","$632,815.00","$672,256.75","$667,393.00"
1300,ONION TOWN GRILL,175 WATER ST,DANVERS,"$1,358,391.75","$1,682,702.75","$1,358,391.75","$1,154,749.00","$1,015,705.00"
1301,POLISH RUS/LITH CLUB,12 CHEEVERS  ST,DANVERS,"$534,622.00","$1,429.75","$534,622.00","$598,105.25","$528,331.25"
1302,ROUTE 114 SUNOCO,140 ANDOVER ST,DANVERS,"$287,670.00","$252,339.50","$287,670.00","$232,910.50","$220,424.50"
1303,STOP & SHOP #093,301 NEWBURY ST,DANVERS,"$1,263,048.25","$1,080,619.25","$1,263,048.25","$1,253,728.25","$1,194,743.75"
1304,SUPINO'S RESTAURANT,465 MAPLE ST.,DANVERS,"$1,613,853.00","$2,221,203.50","$1,613,853.00","$1,552,477.00","$1,368,511.50"
1305,VILLAGE FOOD SHOP,37 HIGH ST,DANVERS,"$4,154,598.25","$6,901,880.50","$4,154,598.25","$3,778,038.00","$3,395,050.50"
1306,ACME LIQUORS,722 DARTMOUTH ST,DARTMOUTH,"$282,824.50","$130,440.50","$282,824.50","$276,241.00","$260,946.25"
1307,BLISS EXPRESS,627 DARTMOUTH ST,DARTMOUTH,"$511,049.00","$756,153.50","$511,049.00","$523,349.75","$535,115.50"
1308,BUSTERS SPORTS BAR & GRILL,227 STATE RD,DARTMOUTH,"$510,514.25","$3,560.00","$510,514.25","$468,815.00","$484,704.25"
1309,CARDOZA'S LIQUORS & SPIRITS,154 FAUNCE CORNER RD,DARTMOUTH,"$425,634.25","$567,684.00","$425,634.25","$352,762.25","$302,311.75"
1310,CUMBERLAND #2301,122 STATE RD,DARTMOUTH,"$1,386,994.25","$1,530,833.25","$1,386,994.25","$1,402,732.50","$1,221,918.50"
1311,CUMBERLAND #2324,540 DARTMOUTH ST,DARTMOUTH,"$929,451.50","$888,474.25","$929,451.50","$985,139.00","$945,973.25"
1312,DARTMOUTH CONV,313 STATE RD,DARTMOUTH,"$445,326.50","$579,817.25","$445,326.50","$413,964.50","$388,886.75"
1313,DARTMOUTH MARKET,610 DARTMOUTH ST,DARTMOUTH,"$1,612,967.00","$2,577,585.00","$1,612,967.00","$1,573,176.00","$1,404,511.25"
1314,DARTMOUTH MEM P-9059,144 CROSS RDS,DARTMOUTH,"$237,099.25","$31,881.00","$237,099.25","$192,733.50","$124,504.50"
1315,FAUNCE CORNER MOBIL,155 FAUNCE CORNER RD,DARTMOUTH,"$923,817.50","$1,440,894.50","$923,817.50","$889,184.50","$692,367.00"
1316,GOOD NEWS,96 NORTH DARTMOUTH MALL,DARTMOUTH,"$1,291,660.75","$1,220,871.00","$1,291,660.75","$1,282,490.00","$1,307,388.00"
1317,LIZZIES LIQUORS,839 STATE RD,DARTMOUTH,"$195,097.25","$244,564.25","$195,097.25","$237,719.00","$213,044.75"
1318,SHAWS 619,15 STATE RD,DARTMOUTH,"$1,004,348.75","$1,102,283.25","$1,004,348.75","$1,017,095.00","$976,767.75"
1319,SMITH MILLS MOBIL,285 STATE RD,DARTMOUTH,"$662,816.25","$879,672.75","$662,816.25","$651,845.50","$621,039.75"
1320,STOP & SHOP #493,25 FAUNCE CORNER RD,DARTMOUTH,"$761,382.00","$740,659.50","$761,382.00","$723,667.75","$768,250.00"
1321,TOWN DONUT SHOP,864 STATE RD,DARTMOUTH,"$38,964.00","$15,426.00","$38,964.00","$48,854.50","$43,864.00"
1322,TOWN LIQUOR,511 STATE RD,DARTMOUTH,"$365,686.75","$465,941.25","$365,686.75","$398,029.75","$396,111.25"
1323,4 CORNERS CITGO,197 MILTON STREET,DEDHAM,"$1,385,506.25","$1,296,025.50","$1,385,506.25","$1,263,103.25","$1,028,933.25"
1324,7-ELEVEN 34499-I,22 BRIDGE ST,DEDHAM,"$1,001,057.50","$1,429,965.75","$1,001,057.50","$949,534.75","$834,340.50"
1325,7-ELEVEN 37488,77 CEDAR ST,DEDHAM,"$396,187.25","$1,294,893.25","$396,187.25","$1,361,749.75","$1,576,220.00"
1326,7-ELEVEN 37488,77 CEDAR ST,DEDHAM,"$396,187.25","$1,294,893.25","$956,492.75","$1,361,749.75","$1,576,220.00"
1327,7-ELEVEN 37488,77 CEDAR ST,DEDHAM,"$956,492.75","$1,294,893.25","$396,187.25","$1,361,749.75","$1,576,220.00"
1328,7-ELEVEN 37488,77 CEDAR ST,DEDHAM,"$956,492.75","$1,294,893.25","$956,492.75","$1,361,749.75","$1,576,220.00"
1329,AMER LEGION POST 18,155 EASTERN AVE,DEDHAM,"$323,334.00","$259,289.50","$323,334.00","$331,266.00","$288,474.00"
1330,AMES ST AUTO REPAIR,19 AMES ST,DEDHAM,"$318,866.50","$307,748.50","$318,866.50","$394,747.50","$320,832.75"
1331,ANTHONY'S WINE/SPIRITS,258 BUSSEY ST,DEDHAM,"$670,819.50","$871,233.00","$670,819.50","$667,219.25","$648,697.50"
1332,BJ'S WHOLESALE #101,688 PROVIDENCE HWY,DEDHAM,"$288,417.25","$153,653.75","$288,417.25","$444,634.25","$408,157.00"
1333,DEDHAM CONVENIENCE,69 CEDAR ST,DEDHAM,"$2,833,737.75","$2,942,370.25","$2,833,737.75","$2,855,261.25","$2,788,673.50"
1334,ENDICOTT VARIETY,878 EAST ST,DEDHAM,"$2,751,423.75","$2,911,206.75","$2,751,423.75","$2,653,765.75","$2,408,090.50"
1335,GILBERT'S WINE & SPIRITS,290 WASHINGTON ST,DEDHAM,"$96,588.75","$114,971.50","$96,588.75","$120,382.25","$122,122.75"
1336,GULF EXPRESS,2 WASHINGTON ST,DEDHAM,"$1,081,152.75","$1,239,063.25","$1,081,152.75","$1,020,753.00","$817,395.25"
1337,GULF SERVICE CENTER,511 PROVIDENCE HWY,DEDHAM,"$1,278,719.50","$1,454,802.25","$1,278,719.50","$1,221,076.00","$1,119,205.75"
1338,HALFWAY CAFE,174 WASHINGTON ST,DEDHAM,"$291,917.75","$181,472.00","$291,917.75","$273,548.75","$279,997.50"
1339,LOYAL ORDER OF MOOSE,79 LOWER EAST ST,DEDHAM,"$256,145.00","$258,132.50","$256,145.00","$308,035.00","$262,314.75"
1340,MIDWAY RESTAURANT,269 WASHINGTON ST,DEDHAM,"$821,851.25","$598,456.50","$821,851.25","$818,663.50","$714,738.75"
1341,MIMI'S II NEWS,7 EASTERN AVE,DEDHAM,"$2,836,007.75","$2,854,909.75","$2,836,007.75","$2,987,455.25","$3,001,258.75"
1342,OAKDALE PIZZA & COFFEE,2 SANDERSON AVENUE,DEDHAM,"$250,730.25","$131,991.00","$250,730.25","$269,547.25","$225,529.75"
1343,PAM'S MARKET,366 BRIDGE ST,DEDHAM,"$3,879,663.50","$5,163,190.25","$3,879,663.50","$3,889,224.75","$3,670,425.75"
1344,PLAZA LIQUOR MART,761 BOSTON PROVIDENCE HWY,DEDHAM,"$359,060.25","$326,803.00","$359,060.25","$367,258.00","$345,977.00"
1345,SPEEDWAY #2458,373 BRIDGE ST,DEDHAM,"$178,864.25","$175,234.00","$178,864.25","$180,490.50","$159,225.25"
1346,STAR MKT 426,795 PROVIDENCE HWY,DEDHAM,"$621,872.25","$668,847.00","$621,872.25","$651,131.50","$628,294.50"
1347,STOP & SHOP #416,160 PROVIDENCE HWY,DEDHAM,"$1,220,097.00","$746,174.50","$1,220,097.00","$1,197,873.50","$1,206,186.25"
1348,SUPER PETROLEUM,405 PROVIDENCE HWY,DEDHAM,$255.25,"$170,043.50",$255.25,"$147,376.50","$173,541.00"
1349,SUPER PETROLEUM,405 PROVIDENCE HWY,DEDHAM,$255.25,"$170,043.50","$143,401.00","$147,376.50","$173,541.00"
1350,SUPER PETROLEUM,405 PROVIDENCE HWY,DEDHAM,"$143,401.00","$170,043.50",$255.25,"$147,376.50","$173,541.00"
1351,SUPER PETROLEUM,405 PROVIDENCE HWY,DEDHAM,"$143,401.00","$170,043.50","$143,401.00","$147,376.50","$173,541.00"
1352,TAHITI RESTAURANT,22 MAH WAY,DEDHAM,"$1,218,913.50","$906,368.50","$1,218,913.50","$1,276,647.00","$1,228,070.00"
1353,TERRI'S MARKET,12 LOUISE RD,DEDHAM,"$865,646.75","$941,441.50","$865,646.75","$822,875.25","$723,258.00"
1354,THE AULD SOD PUB,274 WASHINGTON STREET,DEDHAM,"$28,935.00","$10,324.00","$28,935.00","$20,459.50","$1,941.00"
1355,THE VILLAGE MANOR,427 SPRAGUE STREET,DEDHAM,"$552,595.00","$102,334.00","$552,595.00","$300,727.50","$250,350.25"
1356,VFW  POST #2017,84 EASTERN AVE,DEDHAM,"$621,236.00","$344,379.00","$621,236.00","$627,726.50","$709,160.00"
1357,DEERFIELD CONVENIENCE STR,513 GREENFIELD RD,DEERFIELD,"$552,373.25","$85,056.50","$552,373.25","$499,632.00","$390,155.25"
1358,DEERFIELD CONVENIENCE STR,513 GREENFIELD RD,DEERFIELD,"$552,373.25","$517,893.00","$552,373.25","$499,632.00","$390,155.25"
1359,DEERFIELD RIVER LIQUORS,729 GREENFIELD STREET,DEERFIELD,"$303,519.00","$213,016.75","$303,519.00","$275,362.50","$292,091.75"
1360,7-ELEVEN 37417,1590 MAIN ST RT 6A,DENNIS,"$796,610.00","$867,442.00","$796,610.00","$775,399.25","$418,476.50"
1361,CAPE COD FARM,773 MAIN STREET,DENNIS,"$489,308.75","$733,682.75","$489,308.75","$478,522.75","$26,034.75"
1362,DENNIS PUBLIC MARKET,653 MAIN ST,DENNIS,"$414,095.00","$362,777.25","$414,095.00","$428,254.50","$405,420.25"
1363,NORTHSIDE LIQUORS,1381 RT 134,DENNIS,"$178,289.75","$191,455.75","$178,289.75","$168,438.75","$92,546.50"
1364,A J LUKES,444 MAIN ST RTE 28,DENNISPORT,"$304,964.75","$174,659.75","$304,964.75","$248,716.75","$188,059.00"
1365,MARINE LIQUORS,697 MAIN STREET,DENNISPORT,"$489,078.50","$517,269.75","$489,078.50","$418,885.50","$298,019.75"
1366,ONE STOP,168 LOWER COUNTY RD,DENNISPORT,"$168,654.25","$132,277.00","$168,654.25","$161,322.00","$164,315.75"
1367,THE SAILING COW CAFE,170 OLD WHARF RD,DENNISPORT,"$128,086.50","$135,038.00","$128,086.50","$130,988.75","$167,584.00"
1368,RAPID REFILL #125,4 ANDREWS PARKWAY,DEVENS,"$961,677.00","$708,517.50","$961,677.00","$909,036.00","$760,370.00"
1369,MENDOZA'S LIQUORS,1896 COUNTY ST,DIGHTON,"$394,844.25","$1,335.00","$394,844.25","$443,697.75","$403,862.75"
1370,MENDOZA'S LIQUORS,1896 COUNTY ST,DIGHTON,"$394,844.25","$448,137.75","$394,844.25","$443,697.75","$403,862.75"
1371,VALUE GAS,1866 COUNTY ST,DIGHTON,"$627,379.50","$817,798.00","$627,379.50","$524,536.25","$43,667.50"
1372,VALUE GAS,1866 COUNTY ST,DIGHTON,"$627,379.50","$817,798.00","$627,379.50","$524,536.25","$329,769.25"
1373,7-ELEVEN 32874,730 MORRISSEY BLVD,DORCHESTER,"$2,174,420.50","$2,066,946.75","$2,174,420.50","$1,994,704.00","$1,370,619.25"
1374,7-ELEVEN 37442,1580 DORCHESTER AVE,DORCHESTER,"$1,697,858.00","$3,087,707.75","$1,697,858.00","$3,291,811.50","$2,989,809.75"
1375,7-ELEVEN 37442,1580 DORCHESTER AVE,DORCHESTER,"$1,697,858.00","$3,087,707.75","$1,903,498.25","$3,291,811.50","$2,989,809.75"
1376,7-ELEVEN 37442,1580 DORCHESTER AVE,DORCHESTER,"$1,903,498.25","$3,087,707.75","$1,697,858.00","$3,291,811.50","$2,989,809.75"
1377,7-ELEVEN 37442,1580 DORCHESTER AVE,DORCHESTER,"$1,903,498.25","$3,087,707.75","$1,903,498.25","$3,291,811.50","$2,989,809.75"
1378,7-ELEVEN 37448,1420 DORCHESTER AVE,DORCHESTER,"$5,249,705.25","$5,289,111.25","$5,249,705.25","$4,652,932.25","$3,413,839.50"
1379,7-ELEVEN 37470,1886 DORCHESTER AVE,DORCHESTER,"$1,622,707.00","$1,606,746.25","$1,622,707.00","$1,614,254.00","$1,006,735.00"
1380,7-ELEVEN 37495,320 NEPONSET AVE,DORCHESTER,"$6,648,803.75","$7,769,960.25","$6,648,803.75","$5,965,880.50","$4,434,036.50"
1381,7-ELEVEN 37502,187 E COTTAGE ST,DORCHESTER,"$2,167,727.50","$2,383,861.50","$2,167,727.50","$1,903,276.50","$1,359,306.00"
1382,A L PRIME ENERGY,497 GALLIVAN BLVD,DORCHESTER,"$194,872.75","$125,273.50","$194,872.75","$136,945.50","$122,700.00"
1383,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$7,099.50","$836,517.75","$7,099.50","$68,982.25","$288,173.75"
1384,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$7,099.50","$836,517.75","$7,099.50","$226,922.00","$288,173.75"
1385,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$7,099.50","$836,517.75","$363,311.25","$68,982.25","$288,173.75"
1386,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$7,099.50","$836,517.75","$363,311.25","$226,922.00","$288,173.75"
1387,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$363,311.25","$836,517.75","$7,099.50","$68,982.25","$288,173.75"
1388,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$363,311.25","$836,517.75","$7,099.50","$226,922.00","$288,173.75"
1389,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$363,311.25","$836,517.75","$363,311.25","$68,982.25","$288,173.75"
1390,AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$363,311.25","$836,517.75","$363,311.25","$226,922.00","$288,173.75"
1391,ADAMS VILLAGE,761 ADAMS STREET,DORCHESTER,"$252,733.75","$369,768.00","$252,733.75","$215,767.75","$206,733.50"
1392,ALEX MARKET IV,466 TALBOT AVENUE,DORCHESTER,"$631,306.00","$826,745.75","$631,306.00","$619,149.25","$408,943.75"
1393,ALEXANDER'S WINE & SPIRITS,755 GALLIVAN BLVD,DORCHESTER,"$221,256.00","$142,501.00","$221,256.00","$292,410.75","$329,422.25"
1394,ALL BRAND APPLIANCE PARTS,37 PARK ST,DORCHESTER,"$64,924.25","$43,226.75","$64,924.25","$76,628.75","$68,893.25"
1395,ALL CHECKS CASHED,595 WASHINGTON ST,DORCHESTER,"$186,574.25","$196,967.00","$186,574.25","$169,697.75","$157,657.25"
1396,AMERICA'S FOOD BASKET,576 WASHINGTON ST,DORCHESTER,"$280,119.75","$351,171.50","$280,119.75","$198,928.75","$145,338.00"
1397,ANEY BANGLA GROCERY,542 WASHINGTON STREET,DORCHESTER,"$805,506.25","$1,740,421.25","$805,506.25","$554,835.75","$393,855.50"
1398,ASHMONT CONVENIENCE,1996 DORCHESTER AVE,DORCHESTER,"$1,243,740.50","$1,551,080.75","$1,243,740.50","$1,172,847.25","$1,088,396.75"
1399,AVENUE LIQUORS,80 SAVIN HILL AVENUE,DORCHESTER,"$462,848.75","$669,450.50","$462,848.75","$423,598.50","$421,051.75"
1400,BEST LIQUORS,1088 A DORCHESTER AVE,DORCHESTER,"$243,862.00","$176,595.75","$243,862.00","$258,527.25","$273,045.50"
1401,BOSTON POLICE VFW POST 1018,500 MORTON ST,DORCHESTER,"$130,870.75","$95,427.25","$130,870.75","$100,189.25","$135,069.25"
1402,BROTHER'S SUPER LIQUOR,740 BLUE HILL AVE,DORCHESTER,"$282,988.00","$178,268.25","$282,988.00","$352,745.75","$314,143.25"
1403,BROTHERS SUPER MARKET,46 WASHINGTON ST,DORCHESTER,"$677,055.00","$588,827.00","$677,055.00","$644,650.50","$563,236.75"
1404,BROTHERS SUPERMARKET II,776 DUDLEY ST,DORCHESTER,"$946,588.75","$814,603.00","$946,588.75","$896,900.25","$780,742.25"
1405,BROTHERS WINE & SPIRITS,213 BOWDOIN ST,DORCHESTER,"$924,261.25","$866,418.75","$924,261.25","$844,188.00","$693,723.25"
1406,BROWNS FOOD MARKET,559 DUDLEY STREET,DORCHESTER,"$693,320.50","$1,060,288.50","$693,320.50","$612,470.75","$585,682.25"
1407,CAMILO LIQUORS II,735 DUDLEY ST,DORCHESTER,"$393,186.50","$386,214.25","$393,186.50","$259,009.00","$209,471.00"
1408,CAPPY'S CONVENIENCE,933 DORCHESTER AVE,DORCHESTER,"$857,099.75","$854,550.50","$857,099.75","$926,262.00","$961,985.00"
1409,CASALI MARKET,775 ADAMS STREET,DORCHESTER,"$2,876,105.75","$3,738,445.00","$2,876,105.75","$2,944,173.25","$2,946,244.00"
1410,CENTRAL CONVENIENCE,395 BOWDOIN STREET,DORCHESTER,"$722,857.25","$760,649.00","$722,857.25","$758,850.25","$623,282.50"
1411,CITGO MART,529 GENEVA AVE,DORCHESTER,"$458,856.75","$865,372.25","$458,856.75","$483,594.00","$119,095.25"
1412,CLAUDIA MARKET,160 HUMBOLDT AVE,DORCHESTER,"$1,352,884.00","$1,465,041.00","$1,352,884.00","$1,209,944.25","$981,329.00"
1413,COLUMBIA ROAD MARKET,387 COLUMBIA RD,DORCHESTER,"$309,190.50","$427,233.00","$309,190.50","$352,836.25","$396,174.75"
1414,COMMUNITY CONVENIENCE STORE,44 NORFOLK STREET,DORCHESTER,"$749,037.75",$409.50,"$749,037.75","$628,728.25","$484,188.00"
1415,COMMUNITY CONVENIENCE STORE,44 NORFOLK STREET,DORCHESTER,"$749,037.75","$691,002.50","$749,037.75","$628,728.25","$484,188.00"
1416,COPLEY FOOD MART,316 BOWDOIN ST,DORCHESTER,"$1,018,207.75","$1,396,436.75","$1,018,207.75","$1,049,827.00","$1,071,135.75"
1417,COURT MARKET,505 WASHINGTON STREET,DORCHESTER,"$1,169,860.75","$1,887,204.00","$1,169,860.75","$928,853.00","$945,182.75"
1418,CRUZ MARKET,237 BOWDOIN STREET,DORCHESTER,"$1,352,102.00","$1,246,290.50","$1,352,102.00","$905,633.00","$786,937.75"
1419,D & D CONVENIENCE,1002 DORCHESTER AVE,DORCHESTER,"$1,415,109.50","$1,759,754.25","$1,415,109.50","$1,401,518.50","$1,449,277.25"
1420,D J MARKET,120 BOSTON ST,DORCHESTER,"$577,408.50","$449,387.50","$577,408.50","$588,415.75","$612,601.25"
1421,DORCHESTER MOBIL MART,783 BLUE HILL AVE,DORCHESTER,"$504,583.50","$621,312.50","$504,583.50","$589,850.50","$507,155.00"
1422,EAGLE LIQUORS,936 DORCHESTER AVE,DORCHESTER,"$142,928.00","$135,226.50","$142,928.00","$185,326.00","$189,701.25"
1423,EDUARDO'S MARKET,302 NORFOLK ST,DORCHESTER,"$711,930.50","$775,208.25","$711,930.50","$612,604.50","$588,319.75"
1424,EL REGRESO MARKET,322 BLUE HILL AVENUE,DORCHESTER,"$560,095.50","$916,002.25","$560,095.50","$448,314.50","$497,988.75"
1425,EUROMART,808 DORCHESTER AVE,DORCHESTER,"$55,781.00","$35,869.75","$55,781.00","$59,615.00","$64,561.00"
